,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,self_correlation,prod_correlation,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition
64,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,bLzEZbR,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
65,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,OpzaeoY,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
66,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,9wM0oR9,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
67,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,dxzLqxg,,,"pro = oth460_es_ebit_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
68,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,17KEoPm,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
69,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,5w5WLe1,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
70,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,276dveP,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
71,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,jZGmgqe,,,"pro = oth460_es_roe_fy1_d1m_l1;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
72,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,9wM0EQ1,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
73,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,LpzJ5e6,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
74,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,EwzJpMJ,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
75,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,GwzJbN5,,,"pro = oth460_1l_ccns;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
76,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,QazXgKQ,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
77,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,jZGmMPZ,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_cpss_best_cur_fiscal_year_period, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
78,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,07gvagv,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = vector_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
79,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,17KE2KR,,,"pro = oth460_1l_acda;stock = ts_zscore(ts_backfill(anl69_saless_expected_report_dt, 21),21);factor = group_zscore(ts_ir(returns, 252), industry);alpha = regression_neut(stock, factor);trade_when(pro<=0.5, alpha, pro>0.5)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,PASS
